"AGENCY_ID","scaled_log_n_train_rows","scaled_n_train_years_active","scaled_mean_log_wp_train","scaled_mean_log_prev_wp_train","scaled_mean_log_prev_poly_train","scaled_sd_log_wp_train","scaled_iqr_log_wp_train","scaled_sd_log_prev_poly_train","scaled_mean_active_producers_train_clean","scaled_n_products_train","scaled_n_states_train","scaled_product_hhi","scaled_state_hhi","scaled_pl_share_train","scaled_slope_mean_log_wp_by_year"
2463,0.716701,0.653219,1.336303,0.570891,-0.586906,0.350262,1.086944,-0.147071,0.290381,1.027096,-0.642924,-0.486757,0.628811,-0.132351,-0.186658
2477,-2.703744,-2.289789,-3.025317,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
2479,0.048353,0.653219,-0.273521,-1.32553,0.347113,-0.967881,-1.192487,0.45951,-0.290047,0.107549,0.34389,-0.303379,0.278473,0.654478,-0.49306
2485,0.98543,0.653219,0.61586,0.044504,-0.419568,0.219678,0.243597,0.17857,-0.313264,0.873839,1.330703,-0.447354,-1.421691,-0.091079,-0.293889
2486,0.78783,0.653219,0.986888,0.269671,-0.47108,0.519342,1.44043,-0.057824,0.847592,0.873839,1.330703,-0.488943,0.133471,0.169195,-0.455232
2517,0.017594,0.162718,-0.184677,-0.151172,0.690132,0.742728,-0.036307,0.187699,-0.545436,-0.965256,0.34389,-0.024847,-1.114907,1.901993,0.314509
2519,0.668045,0.653219,1.121397,0.589012,-0.499535,0.463722,0.587879,0.481615,0.61542,0.720581,1.330703,-0.43539,-0.796537,-0.564491,0.161917
2523,0.519504,0.653219,-0.664868,-1.280005,-0.594856,-0.080981,-0.640428,-0.438723,-0.545436,0.414065,-0.642924,-0.427683,0.628811,0.092275,0.318288
2529,0.945403,0.653219,0.589626,-0.036312,-0.140985,-0.112801,-0.819933,0.031207,0.011775,1.333612,0.34389,-0.488663,-0.742255,0.514596,0.188639
2530,-0.375836,0.653219,-0.826123,-0.976828,0.057589,-0.312809,0.471723,-0.919529,-0.290047,-0.965256,0.34389,-0.007543,0.053248,1.901993,-0.277873
2549,-2.703744,-2.289789,1.091727,2.402192,1.239461,-3.191196,-2.468346,-2.177866,-0.173962,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.094867
2558,0.638905,0.653219,1.123941,0.365918,-0.462023,0.233949,0.484651,0.30377,-0.406133,1.027096,-0.642924,-0.475391,0.628811,-0.110358,0.133483
2563,-1.454759,-2.289789,1.141593,2.456199,2.995574,-0.83926,-0.378336,-2.177866,-0.220396,-0.811998,-0.642924,-0.175403,0.628811,-1.643578,0.094867
2565,0.709922,0.653219,0.952077,0.336495,-0.284469,0.272927,-0.235271,0.243837,-0.313264,1.180354,-0.642924,-0.494589,0.628811,0.114557,-0.086068
2570,0.716701,0.653219,1.450974,0.605473,-0.462227,0.964741,1.076038,-0.023831,2.79783,1.180354,-0.642924,-0.492835,0.628811,0.071084,0.078956
2583,-2.703744,-2.289789,-2.38763,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.094867
2586,-1.552566,-2.289789,-0.363036,2.456199,2.995574,-0.286101,-0.222148,-2.177866,-0.081093,-0.965256,-0.642924,-0.094628,0.628811,-1.643578,0.094867
2595,1.148953,0.653219,0.020201,-0.428497,0.145669,0.361941,0.101546,-0.10796,-0.290047,0.873839,3.304329,-0.341528,-2.483392,1.196321,0.019298
2606,0.212241,0.162718,0.988447,0.56881,-0.504221,-0.037528,0.598327,0.848838,-0.777607,-0.352224,-0.642924,-0.329609,0.628811,-0.998929,-0.484002
2613,-0.375836,-0.327783,-0.629294,0.172887,0.048113,-0.032037,-0.857509,1.411208,0.290381,-0.65874,-0.642924,-0.219576,0.628811,-0.757185,-1.775181
2647,-2.367046,-1.799288,-2.528778,-0.98608,-1.424946,-2.54497,-2.211269,-2.177866,-0.26683,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
2651,0.409841,0.653219,1.340671,0.513737,-0.939203,0.076217,0.486522,-0.28034,0.754723,0.414065,-0.642924,-0.403623,0.628811,-0.757185,-0.495659
2657,-1.663451,-2.289789,-0.076151,2.456199,2.995574,-1.270074,-0.959906,-2.177866,-0.684738,-1.425029,0.34389,0.515668,-1.554065,-1.643578,0.094867
2660,0.668045,0.653219,0.041552,-0.395952,-0.396353,0.098653,-0.40551,0.124024,0.011775,1.180354,-0.642924,-0.481906,0.628811,0.082961,0.2375
2663,0.945403,0.653219,0.719592,0.335257,-0.091896,0.69935,-0.158001,0.276498,0.243946,1.180354,1.330703,-0.481683,-0.920365,0.382463,0.041414
2669,0.561241,0.653219,0.353826,-0.337113,-0.666727,0.08583,0.595679,0.014121,-0.684738,0.414065,0.34389,-0.421115,0.25519,-0.309601,-0.102201
2674,0.1742,0.653219,-0.253508,-0.94332,-0.900537,-0.898995,-0.590885,0.096488,0.243946,-0.505482,-0.642924,-0.279256,0.628811,-1.02451,0.970175
2677,1.210778,0.653219,-0.225392,-0.677587,-0.359207,0.045731,0.183885,-0.271302,-0.824041,1.333612,1.330703,-0.480715,-2.0372,0.62431,0.020085
2678,-1.791457,-0.327783,-2.180556,-1.98767,-0.403276,-0.729104,-2.292741,-2.025538,-0.290047,-1.884803,-0.642924,3.782548,0.628811,1.901993,-2.364935
2711,0.120608,-0.327783,-0.537043,0.041299,0.750296,0.227744,-0.406661,0.62536,1.822711,0.107549,1.330703,-0.28212,-1.93345,1.240955,-1.047045
2722,-0.303582,-0.327783,-1.51513,-1.071968,-0.034681,-0.768216,-0.779665,1.097976,0.754723,-0.352224,-0.642924,-0.301411,0.628811,-0.326651,-0.781496
2726,-1.149401,-2.289789,-0.252763,-0.885248,-0.629094,0.554598,0.251363,-0.169284,-0.684738,-0.198966,-0.642924,-0.363877,0.628811,0.129208,0.094867
2730,-1.942857,-1.799288,1.472356,0.937765,0.670469,-0.86354,-0.800412,-1.752771,-0.359699,-1.731545,-0.642924,1.520862,0.628811,1.901993,0.094867
2741,0.569342,0.653219,-0.004169,-0.649107,-0.527871,0.403459,0.299722,-0.149846,-0.452567,0.567323,-0.642924,-0.454744,0.628811,0.129208,0.371622
2745,0.794004,0.653219,1.309368,0.320925,-1.035082,1.033588,2.030987,-0.168847,2.14775,0.107549,2.317516,-0.30199,-2.21807,-1.273145,0.618214
2747,-0.195586,-1.308786,0.618568,0.967485,0.453775,-0.306539,0.07803,1.915888,0.894026,-0.65874,1.330703,-0.209328,-1.759392,-1.643578,2.10968
2752,0.887012,0.653219,0.639731,-0.057064,-0.682113,1.085295,1.853175,-0.035863,-0.359699,1.027096,0.34389,-0.463793,-0.903132,-0.248987,0.321339
2757,0.940261,0.653219,-0.111576,-0.320463,-0.205023,0.522104,0.015572,0.222371,-0.545436,0.873839,1.330703,-0.398744,-1.92784,0.417285,-0.175151
2776,0.646286,0.653219,0.091524,-0.622979,-0.486278,0.545309,0.437301,-0.023518,-0.731173,0.720581,-0.642924,-0.472538,0.628811,0.065894,0.174804
2783,0.709922,0.653219,0.342095,-0.396901,-0.442934,0.529275,0.124885,-0.01582,-0.545436,0.873839,-0.642924,-0.48841,0.628811,0.114557,0.296465
2788,1.288908,0.653219,0.466328,-0.131626,-0.778951,0.533403,0.592368,-0.203249,1.776277,1.180354,2.317516,-0.461077,-2.398951,-0.466565,0.224577
2805,1.47081,0.653219,0.436744,-0.301509,-0.576322,0.720814,0.990979,-0.024197,4.376594,1.48687,1.330703,-0.492767,-2.538327,-0.104054,0.334565
2837,0.134334,0.653219,-0.713385,-1.168907,-0.205574,0.524048,-0.260316,-0.416804,-0.731173,-0.505482,-0.642924,-0.235714,0.628811,1.074693,0.288181
2842,0.723425,0.653219,1.305238,0.545534,-0.459499,0.738358,0.96855,0.056617,3.447909,1.027096,0.34389,-0.485789,0.319754,-0.029334,0.692572
2846,0.199753,0.653219,-1.050498,-1.671566,-0.571282,0.425656,-0.30804,-0.502122,-0.173962,-0.352224,-0.642924,-0.317929,0.628811,0.320123,0.128669
2857,0.769027,0.653219,0.919416,0.211578,-0.211215,0.236007,-0.179477,0.255028,-0.824041,1.333612,-0.642924,-0.503682,0.628811,0.183755,0.0227
2859,0.689248,0.653219,1.039679,0.560568,-0.227416,0.314994,0.933904,0.632592,0.708289,1.180354,1.330703,-0.472489,0.073607,-0.171264,-0.045536
2860,0.703088,0.653219,0.538058,0.028669,-0.906148,0.734042,1.539799,-0.084536,-0.173962,0.260807,2.317516,-0.312989,-1.523369,-0.96401,-0.250558
2864,0.544797,0.653219,-0.441202,-0.986197,-0.485416,-0.22015,-0.649569,-0.335723,-0.452567,0.567323,-0.642924,-0.444066,0.628811,0.29037,0.3359
2866,-1.288123,-2.289789,-2.564103,-1.883157,-0.460285,1.07396,0.466718,-0.426683,-0.359699,-0.505482,-0.642924,-0.288487,0.628811,0.483765,0.094867
2869,-1.215868,-0.818285,-0.671067,-0.784622,-0.069061,-1.170382,-0.348994,-1.598089,-0.638304,-1.578287,-0.642924,0.791889,0.628811,1.901993,-1.216232
2873,0.908723,0.653219,-0.305461,-0.742556,-0.818647,-0.43748,-0.363596,-0.593359,-0.034659,0.414065,0.34389,-0.400942,-1.644267,-0.331256,-0.631843
2899,-0.136945,-1.308786,-0.165439,0.307753,0.322702,-0.910741,-0.358538,1.867408,0.894026,-0.505482,1.330703,-0.190387,-1.931848,-1.643578,1.478699
2900,0.063316,-0.327783,1.188295,0.943958,-0.094269,-0.155934,-0.011069,1.336124,0.011775,0.107549,-0.642924,-0.371478,0.628811,-0.805534,0.604723
2902,0.929881,0.653219,0.000282,-0.518953,-0.790518,1.577831,2.367041,-0.060342,0.058209,0.567323,2.317516,-0.324074,-1.851321,-0.656204,-0.428151
2913,0.349053,0.653219,0.036457,-0.518391,-0.654853,-0.086507,0.038066,-0.321183,-0.638304,-0.045709,-0.642924,-0.363133,0.628811,-0.143529,-0.152189
2914,0.187075,-0.327783,0.017199,0.631224,0.382355,-0.361156,-0.444711,1.551189,2.379922,0.107549,1.330703,-0.338845,-1.268149,-0.535587,0.844709
2938,1.191948,0.653219,0.575109,0.009595,-0.685309,0.992398,0.950607,-0.028201,0.151078,1.333612,2.317516,-0.446592,-2.045281,-0.434489,-0.322952
2945,-0.427753,-0.327783,-0.716243,-0.055576,0.211099,-0.851165,-0.831427,1.392613,-0.313264,-0.65874,-0.642924,-0.19802,0.628811,-0.461721,1.652926
2946,0.536451,0.653219,0.191955,-0.383683,-0.59267,-0.076091,0.044523,-0.14689,-0.545436,0.414065,-0.642924,-0.42903,0.628811,-0.087868,-0.18297
2970,-0.926635,-1.308786,-1.044983,0.194878,0.806324,-0.919228,-1.172518,1.607273,-0.545436,-0.965256,-0.642924,-0.069386,0.628811,-0.313989,-0.621834
2975,0.646286,0.653219,0.896937,0.164933,-0.41622,0.402164,0.65215,0.114883,-0.26683,0.873839,-0.642924,-0.468932,0.628811,0.00258,-0.172895
3008,-0.326975,-0.327783,-0.662666,-0.150765,0.178001,-1.004802,-1.115284,1.386261,-0.359699,-0.505482,-0.642924,-0.216489,0.628811,-0.3922,0.847442
3024,-1.454759,-0.818285,-0.833302,-1.070156,-0.204788,-1.880199,-1.291968,-2.095375,-0.290047,-1.731545,-0.642924,1.520862,0.628811,1.901993,-1.921387
3031,-1.942857,-0.818285,-1.114939,-4.698497,-0.319816,-0.284456,-1.104039,1.91065,-0.638304,-1.578287,-0.642924,0.95544,0.628811,-1.643578,-0.438471
3036,0.569342,0.653219,1.404452,0.668665,-0.905423,0.649098,0.355394,-0.495552,-0.406133,0.414065,-0.642924,-0.438223,0.628811,-0.531242,-0.576318
3038,0.870348,0.653219,1.747014,0.794387,-0.629516,0.34749,1.049285,0.018319,1.497671,0.873839,0.34389,-0.44002,-1.04403,-0.389362,0.110052
3057,-1.791457,-2.289789,-2.911304,2.456199,2.995574,-1.308947,-1.462081,-2.177866,-0.545436,-1.271771,-0.642924,0.16385,0.628811,-1.643578,0.094867
3072,0.668045,0.653219,0.512835,-0.19969,-0.667967,-0.304023,0.271255,-0.400729,-0.59187,0.720581,-0.642924,-0.470961,0.628811,-0.040363,0.1294
3074,0.600981,0.653219,0.164819,-0.477056,-0.394138,-0.24766,-0.424384,-0.147768,-0.91691,0.720581,-0.642924,-0.459825,0.628811,0.296452,-0.00915
3076,-0.427753,-0.818285,0.090206,0.43778,-0.09879,-0.727557,-1.029866,1.63338,-0.824041,-0.65874,-0.642924,-0.167864,0.628811,-1.525392,-0.23739
3077,0.646286,0.162718,0.378673,-0.331065,-0.986402,1.066537,0.836485,-0.311705,2.008448,0.107549,1.330703,-0.359309,-2.054801,-0.978783,-2.175781
3091,0.536451,0.653219,-0.328261,-0.756057,-0.200819,0.73308,-0.017008,0.070605,-0.731173,0.720581,-0.642924,-0.434682,0.628811,0.491001,-0.144452
3095,0.929881,0.653219,0.849251,0.203628,-0.423052,0.5731,0.914681,0.075378,0.011775,1.333612,2.317516,-0.491861,-0.781043,0.174088,0.192553
3096,0.653603,0.653219,1.111449,0.795071,-0.667165,0.261337,0.611272,0.741349,2.240619,0.414065,2.317516,-0.34088,-1.785191,-1.110173,-1.239055
3101,-1.215868,-1.799288,-0.264935,0.929398,0.986247,-1.86039,-2.028777,2.09245,-0.499001,-1.118514,-0.642924,0.044224,0.628811,-1.643578,0.094867
3103,-2.703744,-2.289789,-1.742783,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
3104,0.577366,0.653219,-0.317073,-0.681449,-0.244252,0.406996,-0.023697,0.150192,-0.545436,0.873839,-0.642924,-0.457287,0.628811,0.456226,-0.054522
3112,0.762664,0.653219,0.887934,0.201364,-0.361873,0.440736,0.53446,0.097583,-0.499001,1.180354,-0.642924,-0.502981,0.628811,0.170435,-0.033095
3143,1.124527,0.653219,0.523241,-0.043137,-0.407504,0.20449,0.822548,0.190434,0.151078,1.48687,1.330703,-0.498372,-1.559004,0.058296,0.571593
3170,0.419554,0.653219,0.79277,-0.03251,-0.354567,0.274543,-0.395557,0.258312,-0.173962,0.260807,-0.642924,-0.405876,0.628811,-0.141924,0.207619
3171,-1.087862,-2.289789,0.111906,2.456199,2.995574,-0.047616,-0.22145,-2.177866,-0.290047,-0.045709,-0.642924,-0.392873,0.628811,-0.279897,0.094867
3177,-0.791679,-1.799288,-0.374355,1.845729,2.280372,0.319565,0.988853,0.524637,-0.26683,-0.045709,0.34389,-0.32733,-0.296342,0.222512,0.094867
3186,0.668045,0.653219,0.270098,-0.301553,-0.299652,0.272555,-0.386054,0.030203,0.383249,0.873839,0.34389,-0.472329,0.460948,0.391272,0.331485
3191,-2.128155,-1.308786,-1.729069,-1.828612,-0.440104,-2.094885,-1.928984,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,1.901993,-2.129573
3211,0.794004,0.653219,0.558611,0.020232,-0.319485,0.472859,-0.041829,0.206007,-0.499001,0.567323,1.330703,-0.414343,-1.122316,0.208586,-0.362976
3212,0.272007,0.162718,1.05723,0.755656,-0.2422,-0.828779,-1.113857,1.093811,-0.452567,0.107549,0.34389,-0.38459,0.492408,-0.794638,0.680686
3246,0.935088,0.653219,0.387184,-0.131675,-0.156447,0.507751,0.166928,0.11403,0.801157,1.48687,0.34389,-0.483353,-0.836024,0.60864,-0.049347
3262,-1.942857,-2.289789,0.167761,0.038529,0.342619,-0.338382,-0.503306,-1.275132,-0.731173,-1.425029,-0.642924,0.390019,0.628811,1.901993,0.094867
3268,-0.280829,-0.327783,-0.338684,0.066285,0.112009,-0.416596,-0.60159,1.474719,-0.359699,-0.352224,-0.642924,-0.321994,0.628811,-0.658697,-2.029028
3275,0.448027,0.653219,1.664308,0.806689,-0.989112,1.138291,1.318797,-0.282765,1.729842,0.107549,1.330703,-0.366992,-0.006687,-0.878057,0.375955
3278,-0.427753,-1.308786,-0.301772,0.860451,1.259125,0.004895,-0.003853,1.394302,0.429683,0.107549,0.34389,-0.348799,-0.255254,0.720136,2.72683
3303,0.703088,0.653219,0.059686,-0.394282,-0.557443,0.437188,0.40415,-0.02436,-0.081093,0.720581,0.34389,-0.481359,0.389376,-0.195803,-0.252367
3311,0.600981,0.653219,0.333533,-0.33379,-0.440447,-0.514532,-0.565891,0.131206,-0.638304,0.720581,-0.642924,-0.457409,0.628811,0.028861,0.164456
3318,0.730095,0.653219,0.272508,-0.31715,-0.313334,-0.247822,-0.95516,0.007145,-0.26683,1.333612,-0.642924,-0.494298,0.628811,0.272174,0.079344
3325,0.429154,0.653219,-0.092537,-0.736114,-0.417477,0.417785,-0.206506,-0.24229,-0.173962,-0.045709,-0.642924,-0.378759,0.628811,0.376573,0.222683
3326,0.608705,0.653219,0.379301,-0.018802,-0.161971,0.280272,-0.704747,0.129976,-0.406133,1.027096,-0.642924,-0.470979,0.628811,0.410865,-0.756477
3332,0.457306,0.653219,-0.026665,-0.327311,-0.165286,0.603063,0.013805,0.240024,-0.127528,0.260807,0.34389,-0.386196,0.107963,0.348316,0.034129
3334,0.419554,0.653219,-0.591526,-0.970136,-0.607203,0.149576,-0.35296,-0.259539,-0.91691,0.414065,-0.642924,-0.412136,0.628811,0.024926,0.351422
3344,-0.926635,0.162718,-0.649824,-0.132277,0.636002,-1.723779,-1.24049,0.458735,-0.638304,-1.425029,-0.642924,0.708068,0.628811,1.901993,-1.123215
3347,1.069004,0.653219,0.691484,0.107291,-0.606586,1.338257,1.50169,0.195444,0.661855,1.027096,1.330703,-0.449649,-1.779943,-0.3922,0.430216
3351,0.736712,0.653219,0.843497,0.115519,-0.555905,0.469816,0.766296,-0.151105,-0.545436,1.027096,-0.642924,-0.494463,0.628811,0.001567,0.036703
3354,1.168772,0.653219,0.476663,-0.177291,-0.58917,1.554461,1.521332,0.142358,0.104644,1.48687,2.317516,-0.454818,-1.981535,-0.416911,-0.014487
3358,-0.573812,0.653219,-0.796441,-1.487249,-0.659468,-0.826693,-1.199672,-0.889343,-0.452567,-1.425029,-0.642924,0.438871,0.628811,0.341942,-0.581576
3360,0.623942,0.653219,1.181601,0.397259,-0.361094,1.115274,0.464423,0.235877,0.011775,0.720581,-0.642924,-0.458708,0.628811,0.015359,-0.121393
3370,0.623942,0.653219,1.501467,0.670013,-0.432106,0.332641,0.519994,0.053338,-0.731173,0.567323,-0.642924,-0.457186,0.628811,-0.017169,0.091049
3371,0.017594,-0.818285,0.005418,0.091363,-0.133993,-0.727345,0.235238,1.419361,0.290381,-0.352224,1.330703,-0.249008,-0.955066,-1.166289,0.189897
3373,0.970645,0.653219,0.142352,-0.497958,-0.31704,-0.136778,-0.476287,-0.394787,-0.220396,0.720581,1.330703,-0.40103,-1.774167,0.727256,-0.02561
3378,0.847596,0.653219,0.346825,-0.29188,-0.776695,0.669979,0.27223,-0.115044,0.522552,0.414065,0.34389,-0.402606,-1.48959,-0.627016,-0.013136
3385,0.762664,0.653219,1.45221,0.588895,-0.380889,0.437586,0.783411,0.082399,0.661855,1.027096,0.34389,-0.495914,0.478878,0.170435,0.433358
3395,-1.367268,-1.308786,-1.929671,-0.825201,0.048561,-1.092057,-0.135409,1.91065,-0.59187,-1.578287,-0.642924,0.766966,0.628811,-1.643578,1.999783
3407,-0.606381,0.653219,-0.49832,-0.273897,0.580104,0.321195,1.140697,0.326978,-0.499001,-1.271771,-0.642924,0.358606,0.628811,1.901993,1.761496
3417,0.749789,0.653219,0.616319,0.056299,-0.070837,0.530651,-0.235748,0.27134,-0.731173,1.48687,0.34389,-0.503283,0.552074,0.422345,-0.16201
3422,0.835982,0.653219,-0.307819,-0.612589,-0.571734,0.01962,0.190943,0.021817,0.568986,0.107549,1.330703,-0.388392,-1.860893,-0.059387,-1.184618
3457,-0.280829,0.653219,-0.078165,0.527924,0.960367,0.658744,1.591058,0.388367,0.197512,-0.045709,-0.642924,-0.098617,0.628811,1.212577,1.193598
3458,0.569342,0.653219,1.493104,0.433046,-0.671031,0.555916,0.609223,-0.099432,0.568986,0.567323,-0.642924,-0.439962,0.628811,-0.357439,0.232384
3462,0.400014,0.653219,-0.268815,-0.816191,-0.654168,-0.229794,-0.411341,-0.105589,-0.59187,0.260807,-0.642924,-0.396105,0.628811,-0.319328,0.164963
3467,0.600981,0.653219,0.982891,0.156777,-0.461265,0.187397,-0.040851,0.112912,1.497671,0.720581,0.34389,-0.455799,0.446969,-0.138383,0.177958
3468,0.161123,0.653219,-0.206306,-0.711052,-1.023805,-0.730489,-0.536395,0.07282,-0.777607,-0.352224,-0.642924,-0.291311,0.628811,-1.414831,0.751275
3469,-0.195586,0.162718,-1.714792,-1.459782,-0.458575,-0.602151,-0.162748,0.892558,-0.26683,-0.965256,-0.642924,-0.084935,0.628811,-0.757185,0.101142
3474,-0.791679,-0.818285,-0.548964,0.097758,0.528409,0.334809,1.262435,1.24601,-0.545436,-1.118514,-0.642924,0.123754,0.628811,0.409121,0.075839
3486,0.696197,0.653219,1.86878,1.060381,-0.806939,1.839187,2.099752,-0.161061,4.469463,0.567323,2.317516,-0.438968,-0.479661,-0.570968,1.065687
3487,0.493416,0.653219,0.976676,0.453411,-0.652729,0.286935,0.40559,0.922117,1.404803,-0.198966,0.34389,-0.246595,-1.438221,-1.529205,-0.111573
3488,-0.014348,0.653219,-0.065675,-0.510918,-0.171816,0.777187,1.389326,0.280166,-0.870475,-0.352224,-0.642924,-0.212494,0.628811,0.341942,0.419431
3498,0.781609,0.653219,0.336508,-0.093445,-0.132044,0.29637,0.097561,0.185893,0.151078,1.027096,0.34389,-0.471873,-0.30252,0.585834,-0.222723
3505,-1.663451,-2.289789,0.054082,2.456199,2.995574,-0.669447,-0.615075,-2.177866,-0.731173,-1.118514,-0.642924,0.013071,0.628811,-1.643578,0.094867
3510,-0.606381,-0.818285,-0.85732,-0.409934,-0.319816,-1.00523,-0.253334,1.439047,0.383249,-1.118514,-0.642924,0.013071,0.628811,-1.643578,-0.33937
3512,-1.791457,-0.818285,-0.767514,-0.740941,-0.041374,-1.444807,-1.779164,-1.637913,-0.499001,-1.731545,-0.642924,2.335069,0.628811,1.901993,-1.344674
3520,0.475557,0.653219,-0.631421,-0.969534,-0.846661,-0.496659,-0.382653,-0.725838,-0.499001,-0.505482,0.34389,-0.235557,-1.22641,-0.201972,-0.527015
3533,-1.454759,-2.289789,-1.588891,2.456199,2.995574,-0.921309,-1.028943,-2.177866,-0.499001,-0.811998,-0.642924,-0.175403,0.628811,-0.757185,0.094867
3545,0.723425,0.653219,0.830487,0.145416,-0.095652,0.258164,-0.520814,0.164244,-0.359699,1.180354,-0.642924,-0.490572,0.628811,0.460704,-0.036744
3556,-1.942857,-2.289789,-0.816965,2.456199,2.995574,1.3067,0.769093,-2.177866,-0.638304,-1.425029,-0.642924,0.390019,0.628811,1.901993,0.094867
3557,1.457084,0.653219,0.795741,0.184156,-0.473371,0.762113,0.601223,0.116014,2.008448,1.027096,2.317516,-0.471398,-2.771603,-0.113883,-0.734605
3558,-1.288123,-1.308786,0.041543,0.742741,0.993054,-0.814917,-0.768342,1.114271,-0.545436,-1.425029,-0.642924,0.435252,0.628811,1.901993,1.620398
3584,-1.215868,-2.289789,1.775082,2.456199,2.995574,-0.610905,-0.449159,-2.177866,0.011775,-0.352224,-0.642924,-0.329609,0.628811,-0.998929,0.094867
3586,-1.791457,-2.289789,-0.842281,-1.237705,-0.039504,-0.708594,-0.106532,-1.362633,-0.359699,-1.271771,-0.642924,0.16385,0.628811,1.901993,0.094867
3591,-2.703744,-2.289789,-0.665618,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.91691,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
3597,0.653603,0.653219,1.202156,0.422764,-0.553917,0.027266,0.245068,-0.208982,0.894026,0.567323,-0.642924,-0.462741,0.628811,-0.074741,-0.257794
3601,0.55306,0.653219,1.513043,0.807719,-0.731534,0.484072,1.643279,-0.030303,3.494344,0.414065,0.34389,-0.412428,0.162221,-0.473539,0.016253
3613,0.429154,0.653219,-0.535154,-0.901351,-0.606045,-0.086473,0.214501,0.053024,0.383249,0.260807,-0.642924,-0.39833,0.628811,-0.365523,0.421999
3619,0.120608,0.653219,-0.610455,-0.247372,0.350827,-0.201664,-0.930609,0.81909,-0.731173,-0.045709,-0.642924,-0.35229,0.628811,0.700105,-0.230194
3624,-0.712534,0.653219,-0.857449,-1.192208,-0.149667,-0.344208,0.495005,-1.760417,-0.731173,-1.578287,-0.642924,0.766966,0.628811,1.901993,-0.781079
3646,-1.367268,0.653219,-0.374289,-0.963976,0.009767,-1.10195,-2.157379,-1.742289,-0.290047,-1.731545,-0.642924,2.218913,0.628811,1.901993,1.121473
3647,0.510898,0.653219,1.06909,0.503442,-0.681368,-0.018437,-0.113329,0.238348,-0.359699,0.414065,1.330703,-0.417547,0.228274,-0.673211,0.622598
3655,0.716701,0.653219,0.624172,-0.097899,-0.446147,0.670268,0.865722,-0.08058,0.058209,0.873839,-0.642924,-0.489796,0.628811,0.216394,-0.497537
3662,0.608705,0.653219,0.328564,-0.256759,-0.52572,-0.151318,-0.343462,-0.162668,-0.452567,0.414065,0.34389,-0.444113,0.537865,0.013231,-0.245074
3663,0.390069,0.653219,-0.191869,-0.573372,-0.023238,1.763347,0.726482,0.511646,-0.91691,0.414065,-0.642924,-0.389664,0.628811,0.345401,0.231784
3664,0.631457,0.653219,1.00816,0.107904,-0.905075,0.034837,0.964967,-0.623175,-0.824041,0.720581,0.34389,-0.458207,0.540323,-0.386512,0.714179
3669,-1.552566,-0.818285,-1.665404,-2.064293,-0.440104,-1.225223,-0.411249,-2.177866,-0.290047,-1.731545,-0.642924,1.567019,0.628811,1.901993,-1.227073
3670,0.272007,0.162718,0.199151,0.148514,0.211162,0.155282,0.342151,0.925188,-0.406133,0.107549,0.34389,-0.409715,0.492408,0.204114,0.238309
3671,1.405702,0.653219,0.687668,0.001625,-0.524516,1.018763,0.918824,0.3344,2.658527,1.333612,2.317516,-0.483438,-2.578533,-0.205161,1.069448
3676,0.975603,0.653219,0.738121,0.157828,-0.198084,0.659892,0.433125,0.485801,-0.406133,1.946644,1.330703,-0.523974,-0.602183,0.054899,0.103582
3680,0.723425,0.653219,1.078601,0.374065,0.020831,0.25207,-0.520487,0.293163,-0.452567,1.180354,-0.642924,-0.490572,0.628811,0.48953,-0.17143
3724,0.81825,0.653219,1.290551,0.558036,-0.088189,0.062065,-0.174905,0.198867,-0.545436,1.333612,0.34389,-0.470049,-0.378036,0.488903,-0.000942
3726,-1.942857,-1.799288,-0.601298,-1.873116,-0.322566,-3.133936,-2.438882,-1.92565,0.104644,-1.731545,-0.642924,1.520862,0.628811,1.901993,0.094867
3742,-1.942857,-0.818285,-0.859245,-1.275721,-0.25571,-2.668103,-2.007586,-1.950063,-0.290047,-1.884803,-0.642924,3.782548,0.628811,1.901993,-0.789822
3748,0.887012,0.653219,0.2935,-0.335534,-0.556894,0.641144,0.940652,-0.284971,0.151078,1.027096,0.34389,-0.467814,-0.86253,0.200119,0.498871
3749,-0.375836,-1.308786,-0.119396,1.020954,0.785314,0.233519,0.671414,1.97607,-0.26683,-0.811998,0.34389,-0.175403,-1.356882,-1.643578,1.582739
3752,0.409841,0.162718,0.325317,-0.093018,-0.413054,0.40798,0.16902,-0.097429,-0.638304,0.567323,-0.642924,-0.466447,0.628811,0.213626,-1.806818
3754,-0.303582,-0.818285,0.255453,0.449732,-0.16194,-0.826845,-0.161707,1.57007,-0.824041,-0.505482,-0.642924,-0.271871,0.628811,-1.643578,-1.725534
3756,-0.573812,0.653219,1.049603,0.635989,0.90278,0.615583,1.453678,-0.15992,-0.870475,-1.425029,-0.642924,0.409922,0.628811,1.901993,0.777498
