"AGENCY_ID","log_n_train_rows","n_train_years_active","n_train_rows","has_trend_support","n_years_for_trend","mean_log_wp_train","median_log_wp_train","mean_log_prev_wp_train","median_log_prev_wp_train","mean_log_prev_poly_train","median_log_prev_poly_train","sd_log_wp_train","iqr_log_wp_train","sd_log_prev_poly_train","mean_active_producers_train","agency_appointment_year","mean_max_age_train","mean_min_age_train","n_products_train","n_states_train","n_vendors_train","top_product_share","product_hhi","top_state_share","state_hhi","top_vendor_share","vendor_hhi","pl_share_train","cl_share_train","slope_mean_log_wp_by_year"
5872,4.24849524204936,7,69,TRUE,7,8.32688572443432,8.64545974908745,8.45991431648243,8.64545974908745,1.77106704518191,0,1.21753495069468,1.59390358426447,3.19169019102999,16,2004,72,29,14,1,1,0.101449275362319,0.0880067212770426,1,1,1,1,0.318840579710145,0.681159420289855,0.0205370376018927
5873,3.55534806148941,5,34,TRUE,5,8.36769316990992,9.29722402941117,8.97831807102721,9.77711261978813,2.37030818396446,0,2.78666109515776,4.27724292170762,4.72519968850693,69,2008,86,31,7,1,1,0.147058823529412,0.143598615916955,1,1,1,1,0,1,0.168998444833047
5874,4.21950770517611,5,67,TRUE,5,7.1348644750619,6.84161547647759,8.17491583867572,7.40610338123702,4.1396567030755,2.56494935746154,1.81240689256372,1.4327062301641,4.63607037208731,17,2007,70,54,16,1,1,0.0746268656716418,0.0710625974604589,1,1,1,1,0.477611940298507,0.522388059701492,0.197548830034347
5880,0.693147180559945,1,1,FALSE,1,7.47477218239787,7.47477218239787,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,NA,0,NA,99999,99999,99999,99999,1,1,1,1,1,1,1,1,1,0,1,NA
5888,4.75359019110636,7,115,TRUE,7,8.59760354881903,8.7512418651498,8.70863071520669,8.96200720958831,1.89576701251845,0,2.17458358407658,3.83193459446879,2.75277025573159,10,1964,86,41,19,1,1,0.0608695652173913,0.0587523629489603,1,1,1,1,0.391304347826087,0.608695652173913,0.0238485518046699
5890,1.6094379124341,1,4,FALSE,1,5.69425705653353,5.98601937959864,6.3546839553493,6.59470531202843,0,0,2.18920161166173,3.18984855290571,0,3,2004,48,48,4,1,1,0.25,0.25,1,1,1,1,0,1,NA
5898,4.89783979995091,7,133,TRUE,7,8.87482292979566,8.59906806580068,8.94535211577438,8.73724075510284,3.34334790310947,3.46573590279973,2.02274776368509,2.69536393963984,3.45817926103948,25,1972,80,29,22,2,1,0.0601503759398496,0.0512748035502289,0.984962406015038,0.970377070495788,1,1,0.578947368421053,0.421052631578947,-0.0395204685361763
5907,4.89034912822175,7,132,TRUE,7,7.98929819841131,7.99977223824192,8.3220353573676,8.25095176899696,3.49636239030034,2.94443897916644,2.09083528992953,2.18746698828575,3.70553905269723,33,1998,73,34,21,4,1,0.106060606060606,0.0610651974288338,0.886363636363636,0.79143709825528,1,1,0.583333333333333,0.416666666666667,-0.0787635541226258
5911,4.79579054559674,7,120,TRUE,7,9.06643478819097,9.29006987840832,9.21243843077138,9.30305387890253,2.65498532937245,0,2.05973806068256,3.52306186921053,3.18833799956407,27,1982,80,33,19,2,1,0.0666666666666667,0.0573611111111111,0.991666666666667,0.983472222222222,1,1,0.475,0.525,0.00231138355239828
5912,5.24702407216049,7,189,TRUE,7,8.54865559118946,8.46506375808825,8.79515163657406,8.76430167599228,1.98604249292353,0,2.8754453169629,5.18944711073082,3.4565835293147,66,1970,83,32,19,4,1,0.132275132275132,0.0808208056885305,0.571428571428571,0.401584502113603,1,1,0.238095238095238,0.761904761904762,-0.00709397050045436
5914,0.693147180559945,1,1,FALSE,1,6.47697236288968,6.47697236288968,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,NA,0,NA,43,1982,82,41,1,1,1,1,1,1,1,1,1,0,1,NA
5918,5.10594547390058,7,164,TRUE,7,7.66220841198226,8.03873216235902,7.843470611698,8.09095425693482,2.46403811557258,0,2.27777645749435,2.9380348204746,3.02548370662132,29,1953,88,31,23,2,1,0.0853658536585366,0.0569601427721594,0.798780487804878,0.678539559785842,1,1,0.48780487804878,0.51219512195122,-0.0181208128241227
5919,4.66343909411207,7,105,TRUE,7,9.06253440609145,9.84802452424698,9.14678933110949,9.84889408170973,1.78273122517995,0,2.07811087797498,3.37734306810539,2.63432906178383,180,1989,79,27,17,2,1,0.0666666666666667,0.0634013605442177,0.971428571428571,0.944489795918367,1,1,0.371428571428571,0.628571428571429,0.0901459948984639
5920,4.29045944114839,7,72,TRUE,7,7.64216005080761,8.23697190660362,7.76832581534462,8.19115479417052,2.22600929436848,0,2.68950386198424,2.11212772582014,3.17840605316949,6,2002,74,55,12,1,1,0.0972222222222222,0.0914351851851852,1,1,1,1,0.361111111111111,0.638888888888889,0.0338906872753501
5922,4.89783979995091,7,133,TRUE,7,8.15962031679719,7.82465782366066,8.36865770272845,7.99773709872932,2.49075065263742,2.56494935746154,2.2111643676027,3.48778976922769,2.91729645294714,55,1948,93,36,19,3,1,0.0827067669172932,0.0574933574537848,0.902255639097744,0.82226242297473,1,1,0.503759398496241,0.496240601503759,-0.00571739873240731
5931,4.78749174278205,7,119,TRUE,7,8.04724158482533,7.80885521270906,8.20387699903838,7.86564850071081,2.68289724587346,2.39789527279837,1.98533229556213,2.85084130221283,3.11661859389149,13,1960,94,43,19,1,1,0.0588235294117647,0.0559988701362898,1,1,1,1,0.529411764705882,0.470588235294118,-0.0964853237386759
5938,5.0998664278242,7,163,TRUE,7,8.97985405739827,9.10650092113474,9.25612035693331,9.22058768842773,2.73637246347942,0,2.51623424007945,4.38372196603455,3.54535841504386,42,1999,83,29,21,3,1,0.0858895705521472,0.0537844856787986,0.797546012269939,0.660807708231397,1,1,0.411042944785276,0.588957055214724,-0.177805008946893
5946,4.94875989037817,7,140,TRUE,7,7.77999849501256,7.49375347763244,8.04886533555054,7.54716603283883,2.71510612295737,2.56494935746154,2.16699794409908,2.90504622379957,3.04072730844117,22,1983,66,29,24,2,1,0.0642857142857143,0.0493877551020408,0.985714285714286,0.971836734693878,1,1,0.55,0.45,-0.0951642311236881
5947,4.76217393479776,7,116,TRUE,7,7.55648871678375,7.23560979782404,7.96373470661093,7.62310756213488,2.20313775908254,2.56494935746154,2.27396461365094,3.42185864672864,2.42374290483445,15,1982,88,43,19,1,1,0.0603448275862069,0.0551426872770511,1,1,1,1,0.525862068965517,0.474137931034483,-0.351111937022236
5949,3.04452243772342,6,20,TRUE,6,7.69643330304116,8.92731986222884,7.81177173511692,9.13488110202172,3.3867902241662,4.89571902436375,2.10436805838688,3.04790090231903,2.42160054621123,6,1981,94,62,4,1,1,0.3,0.28,1,1,1,1,0.7,0.3,0.20007647375426
5955,2.70805020110221,7,14,TRUE,7,7.45845863456424,7.39083410257542,7.72827589063551,7.62566151787784,3.81677709378126,4.14263056703447,0.985249335295088,0.994033070993367,0.77191644054861,99999,99999,99999,99999,2,1,1,0.5,0.5,1,1,1,1,1,0,-0.343449067171604
5956,5.51342874616498,7,247,TRUE,7,7.85512439094475,8.09376775793108,8.11402261593296,8.33288325911327,2.25129398228324,0,1.85974716709017,2.49660001900986,3.22942458174322,22,2000,66,37,20,4,1,0.0890688259109312,0.0659410906587553,0.441295546558704,0.349571374715206,1,1,0.40080971659919,0.59919028340081,-0.00324138992132002
5960,5.11799381241676,7,166,TRUE,7,8.36929000718787,7.99446416887866,8.45834125734649,8.03292573336177,2.19076712261865,0,2.25729182367911,3.28518242317476,3.07780709910436,25,1983,88,26,20,2,1,0.0843373493975904,0.0607490201770939,0.753012048192771,0.628030193061402,1,1,0.403614457831325,0.596385542168675,-0.0622730490666657
5986,4.51085950651685,7,90,TRUE,7,8.44430372966809,8.66650910564908,8.73028820743653,8.8056744736413,2.1171001788265,0,1.93315995510843,2.99958082675312,2.83895405631306,21,1985,76,34,16,1,1,0.0777777777777778,0.0718518518518518,1,1,1,1,0.444444444444444,0.555555555555556,-0.0548564444021382
5993,4.93447393313069,7,138,TRUE,7,8.79877229821999,8.64623730895775,8.94606456472557,8.67633335956859,3.36955486622843,3.2188758248682,2.2747966958188,2.95126115738751,3.48675041238852,14,1985,65,27,24,1,1,0.0507246376811594,0.0483091787439614,1,1,1,1,0.572463768115942,0.427536231884058,-0.0323491651073307
6000,1.09861228866811,1,2,FALSE,1,5.29956606350512,5.29956606350512,7.31953961896991,7.31953961896991,0,0,2.59741056383736,1.83664662321497,0,3,1989,80,71,2,1,1,0.5,0.5,1,1,1,1,0,1,NA
6011,4.7361984483945,7,113,TRUE,7,8.78081249880565,9.50927020058754,8.73492714834927,9.5158945329622,1.74165373238166,0,2.05685845321952,3.08324891290485,2.64475425042852,28,2000,85,29,18,1,1,0.0619469026548673,0.0589709452580468,1,1,1,1,0.380530973451327,0.619469026548673,-0.101801842863254
6030,4.77068462446567,7,117,TRUE,7,8.91646798531367,9.09565540733804,9.10845852160232,9.24741840661713,2.46848520448796,0,2.02993685525053,3.21015559392755,3.10725786809072,5,1982,77,48,19,1,1,0.0598290598290598,0.0580758273065965,1,1,1,1,0.452991452991453,0.547008547008547,-0.125856326275528
6031,2.19722457733622,1,8,FALSE,1,6.41304646677947,6.39921863002827,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.97485770948911,3.01747958488249,0,28,2009,73,29,6,2,1,0.25,0.1875,0.625,0.53125,1,1,0,1,NA
6034,5.17614973257383,7,176,TRUE,7,8.33105255704907,8.33294564193277,8.43347295122466,8.52186268269448,0.278167368796116,0,1.82638618236017,2.9679650355541,1.54732581552025,25,2005,68,33,13,3,1,0.113636363636364,0.0965909090909091,0.403409090909091,0.362797004132231,1,1,0.0511363636363636,0.948863636363636,-0.083898340836548
6035,4.969813299576,7,143,TRUE,7,8.23253437938661,8.03300949859667,8.74508709191042,8.9187747683696,2.99584896100544,1.09861228866811,2.16776651130546,2.64104651335709,3.49478868508979,9,1987,68,42,22,2,1,0.0629370629370629,0.0511027434104357,0.93006993006993,0.869920289500709,1,1,0.468531468531469,0.531468531468531,-0.16133183632782
6047,4.70953020131233,7,110,TRUE,7,8.01616386456957,7.62885234187874,8.18264787606633,7.88193729189989,2.76029626033821,2.56494935746154,1.97246602273211,2.54147376112686,2.93140878667849,62,1987,82,31,18,1,1,0.0636363636363636,0.0616528925619835,1,1,1,1,0.545454545454545,0.454545454545455,-0.105600245301047
6052,4.30406509320417,7,73,TRUE,7,7.90104702253957,7.69575799055476,8.30256278865722,8.07191495471141,2.18238939667345,0,1.61064716202254,2.62833358112932,4.08280339205444,15,2005,77,43,11,1,1,0.0958904109589041,0.092512666541565,1,1,1,1,0.191780821917808,0.808219178082192,0.177437038746968
6074,2.19722457733622,2,8,FALSE,2,7.56951873379533,7.76561434210209,10.0578350440288,11.5129254649702,7.67947854196988,11.5129254649702,0.835920106250854,0.35164441395534,5.29140423529859,24,2011,71,29,4,2,1,0.5,0.34375,0.5,0.5,1,1,1,0,NA
6084,4.85981240436167,7,128,TRUE,7,8.42116768230009,8.67510239702101,8.55432704083471,8.79252435082259,2.505092484139,0.972955074527657,2.05604775562038,2.80854059294184,2.98361778343578,50,1999,73,26,20,2,1,0.0625,0.0543212890625,0.984375,0.96923828125,1,1,0.5078125,0.4921875,-0.0934765793388639
6092,4.85203026391962,7,127,TRUE,7,8.7710024905611,8.46892059328639,8.88410486580965,8.57828829077605,2.45340253928587,0,2.09031250765977,2.6142675222218,3.14599425216262,31,1960,85,29,19,1,1,0.0551181102362205,0.054746109492219,1,1,1,1,0.448818897637795,0.551181102362205,-0.0113515670562079
6097,4.21950770517611,7,67,TRUE,7,6.62773881091584,6.21660610108486,6.6659639739224,6.21660610108486,2.11683354813851,0,2.33105597194763,2.34457777134509,2.56289548400252,12,2002,63,53,10,1,1,0.104477611940299,0.100913343729116,1,1,1,1,0.477611940298507,0.522388059701492,0.00739426665903767
6110,3.91202300542815,4,49,TRUE,4,7.08072501062618,7.4205789054108,8.20742747226834,8.30819906320645,3.66168342124884,2.56494935746154,1.38532931631192,2.41017389341113,4.54178619783991,25,2000,72,34,14,2,1,0.122448979591837,0.0795501874219075,0.816326530612245,0.700124947938359,1,1,0.306122448979592,0.693877551020408,-0.1974757307778
6111,3.17805383034795,2,23,FALSE,2,7.17515470970448,6.51471269087253,7.176711533921,7.24850407237061,2.62731910028964,2.56494935746154,2.45685320674225,2.29307884443919,2.70883928304421,6,1983,60,50,17,1,1,0.0869565217391304,0.0661625708884688,1,1,1,1,0.565217391304348,0.434782608695652,NA
6124,3.73766961828337,7,41,TRUE,7,6.84189759453265,6.88352405993339,8.31867693035461,8.31696750803263,6.24413689727246,4.20469261939097,1.59065607304794,2.21591848415125,4.3965668029726,99999,99999,99999,99999,13,2,1,0.170731707317073,0.123140987507436,0.780487804878049,0.657346817370613,1,1,0.707317073170732,0.292682926829268,-0.0327998455596425
6138,5.06259503302697,7,157,TRUE,7,8.40101561522995,8.16687230335427,8.66392254241422,8.40477225398144,1.9355205231858,0,2.21002468411349,3.58435016009432,2.81446974355442,23,1995,82,33,20,3,1,0.10828025477707,0.0617063572558725,0.796178343949045,0.6627855085399,1,1,0.363057324840764,0.636942675159236,-0.0537488003056325
6142,3.36729582998647,7,28,TRUE,7,6.39347576325391,6.472523445163,7.65302114403344,6.75314801866925,4.32382195114508,2.56494935746154,1.73563851753619,2.13613510314216,4.10349069644099,2,2006,60,46,6,1,1,0.25,0.201530612244898,1,1,1,1,0.714285714285714,0.285714285714286,0.0043254379494544
6144,4.72738781871234,7,112,TRUE,7,7.87979133742576,8.04769764825157,8.03612661826095,8.11060106696954,3.42443413748832,2.94857693381837,2.40778441096037,2.54337472162006,3.1877531664769,41,1950,75,31,18,1,1,0.0625,0.0593112244897959,1,1,1,1,0.616071428571429,0.383928571428571,-0.048057699204483
6150,2.56494935746154,2,12,FALSE,2,6.36625894834183,6.92264340614478,9.42399600592962,11.5129254649702,6.7158731878993,11.5129254649702,1.79740670780032,2.24290958366749,5.92833517349581,45,2009,70,26,7,1,1,0.166666666666667,0.152777777777778,1,1,1,1,0.166666666666667,0.833333333333333,NA
6152,4.18965474202643,7,65,TRUE,7,7.78118208173326,8.0529012195558,8.17100787328339,8.09796480239116,1.93248068406267,0,1.13666778270628,1.06247140403611,3.69460792191743,19,2004,69,32,13,1,1,0.107692307692308,0.0972781065088758,1,1,1,1,0.246153846153846,0.753846153846154,-0.0341044894247686
6155,4.48863636973214,7,88,TRUE,7,9.06502452128166,9.23320296627296,8.93403002287661,9.11259850920685,1.86657365493314,0,1.96268806064639,2.19220071276522,3.32168014031482,2,1983,55,54,14,1,1,0.0795454545454545,0.0764462809917355,1,1,1,1,0.295454545454545,0.704545454545455,0.176482804384354
6166,2.19722457733622,7,8,TRUE,7,8.06830905950831,8.28974335811347,8.3856323867735,8.38780506786259,4.49993737894315,4.41855020558138,0.664023153615195,0.224263209624894,0.2417704242016,11,2001,72,46,2,1,1,0.875,0.78125,1,1,1,1,1,0,0.056847491585855
6167,4.45434729625351,6,85,TRUE,6,8.69696521699612,8.63203858308528,9.37420184317891,10.1177643097591,4.12180290399302,2.56494935746154,2.05076733670518,4.05104739746029,4.49543439882535,39,2007,98,46,16,2,1,0.117647058823529,0.067681660899654,0.917647058823529,0.848858131487889,1,1,0.482352941176471,0.517647058823529,0.178766905614839
6182,3.09104245335832,2,21,FALSE,2,8.213087131093,8.2845042272585,10.1004395517648,11.5129254649702,7.67528364331349,11.5129254649702,1.49959503204163,2.11244836105721,5.56127134545606,20,2010,59,28,7,2,1,0.142857142857143,0.142857142857143,0.666666666666667,0.555555555555556,1,1,0,1,NA
6187,4.58496747867057,7,97,TRUE,7,7.46014278104671,7.28595195993611,7.56814698318976,7.38128393800373,2.88039552805348,2.56494935746154,2.17606655164804,2.29936044803892,3.25295131470249,11,2000,50,31,18,1,1,0.0721649484536082,0.065575512806887,1,1,1,1,0.536082474226804,0.463917525773196,-0.0509857616181927
6189,1.6094379124341,3,4,TRUE,3,6.39691095536655,6.26791808952058,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.35654086070495,1.7222337923255,0,28,1997,93,52,3,3,1,0.5,0.375,0.5,0.375,1,1,0,1,-0.70566202747421
6209,2.19722457733622,1,8,FALSE,1,7.67536751900023,7.87942097816342,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.07277057503123,1.62051988212474,0,12,2012,65,29,8,1,1,0.125,0.125,1,1,1,1,0,1,NA
6217,4.02535169073515,4,55,TRUE,4,7.01813152503877,6.76272950693188,7.58700581189685,7.1024170478607,4.25093527318575,2.94443897916644,1.80824128909407,1.9420284026294,4.47389467153615,49,2009,76,32,17,1,1,0.0727272727272727,0.0631404958677686,1,1,1,1,0.563636363636364,0.436363636363636,0.409961710792856
6221,4.54329478227,7,93,TRUE,7,8.19492570832555,8.70674852127207,8.40466644348488,8.86807398161974,1.70078458007846,0,1.66090283615476,2.26431894140292,2.96092979386266,9,1993,82,27,14,2,1,0.0967741935483871,0.0787374262920569,0.913978494623656,0.842756388021737,1,1,0.301075268817204,0.698924731182796,0.107859528133443
6222,3.49650756146648,4,32,TRUE,4,8.3037624808106,8.60394430470543,9.01446935455618,8.88373598524012,2.87823136624256,0,1.42284041186955,1.99137342941002,5.06501191468127,44,2009,68,25,8,1,1,0.125,0.125,1,1,1,1,0,1,0.166039638284665
6227,1.6094379124341,3,4,TRUE,3,6.2322666412063,6.31800918814038,2.19272618607422,0,0,0,2.56777215975447,2.62951013949497,0,14,1987,83,51,4,1,1,0.25,0.25,1,1,1,1,0,1,1.44199827352381
6238,4.24849524204936,7,69,TRUE,7,7.44639916411713,7.43602781635185,7.54565410118874,7.46508273639955,1.14783210862221,0,1.68656893049313,2.39451640491257,2.27997476896257,13,1982,85,53,11,1,1,0.101449275362319,0.0980886368409998,1,1,1,1,0.217391304347826,0.782608695652174,-0.0354252724169544
6250,2.19722457733622,5,8,TRUE,5,7.96961976713115,7.58440160772051,10.5027669460779,10.818608295086,7.44982971153664,6.0114233399409,2.18972997919395,3.07163268217544,3.46197681252137,11,2005,79,39,4,1,1,0.625,0.4375,1,1,1,1,0.625,0.375,-0.9953228113695
6256,3.2188758248682,3,24,TRUE,3,8.11871027736728,7.82019457531432,9.12470588552396,9.36509613914134,3.83764182165674,0,1.5833478840853,2.82060656552333,5.54397341445327,32,2010,63,24,8,1,1,0.125,0.125,1,1,1,1,0,1,0.414019354414317
6261,2.19722457733622,1,8,FALSE,1,8.35097202493746,8.3006897923008,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.07181742734945,1.26960113179846,0,6,2011,67,44,8,1,1,0.125,0.125,1,1,1,1,0,1,NA
6264,4.52178857704904,7,91,TRUE,7,7.91129588150325,7.60688453121963,8.17315625896927,7.76833454967525,2.99987471284999,2.56494935746154,2.10878722255895,1.73051308887312,3.36744662900341,8,1997,68,46,17,1,1,0.0769230769230769,0.0701606086221471,1,1,1,1,0.516483516483517,0.483516483516484,-0.00436617936866216
6266,3.04452243772342,2,20,FALSE,2,10.3228450159952,10.7312947232673,10.7689714754216,11.4665497369045,5.75646273248511,5.75646273248511,1.22356254630354,1.60319392526689,5.90600614811468,23,2011,63,32,10,1,1,0.1,0.1,1,1,1,1,0,1,NA
6269,3.58351893845611,6,35,TRUE,6,6.33760418853945,6.31902216633962,7.14048644549424,7.39527338047713,0,0,2.07111018915829,2.35692841943849,0,6,2001,64,50,9,1,1,0.171428571428571,0.136326530612245,1,1,1,1,0,1,-1.04261722412947
6295,5.20948615284142,7,182,TRUE,7,8.1549774228279,7.90630026795473,8.6208385045667,8.82856692280914,2.84882168466463,0,2.52209443031179,3.97727302222807,3.67036018142238,31,1965,87,43,24,6,1,0.0824175824175824,0.0530129211447893,0.752747252747253,0.595580243931892,1,1,0.434065934065934,0.565934065934066,-0.0776165738478545
6305,3.87120101090789,4,47,TRUE,4,8.74370635573946,9.0332403591633,9.51986940958805,10.3509672237718,4.16298256569262,0,2.12279525176527,3.32804268025188,5.25196941026337,24,2009,69,28,15,1,1,0.0851063829787234,0.072883657763694,1,1,1,1,0.276595744680851,0.723404255319149,0.284482692822747
6308,4.56434819146784,7,95,TRUE,7,7.85316808046432,7.67415292128168,7.89282107786505,7.67415292128168,1.92605235851145,0,1.43189955973952,2.43110289490176,2.30760330167786,11,1980,82,30,15,1,1,0.0736842105263158,0.0685872576177285,1,1,1,1,0.494736842105263,0.505263157894737,0.107812825875126
6330,4.95582705760126,7,141,TRUE,7,9.17708530781522,8.88215569843708,9.19795488615284,8.94905352688393,2.9260091787931,0,2.0511961493733,2.67693035011113,3.33095069779922,8,1957,94,50,22,2,1,0.0851063829787234,0.051757959861174,0.964539007092199,0.931592978220411,1,1,0.50354609929078,0.49645390070922,0.0211707413586508
6331,3.8286413964891,5,45,TRUE,5,7.62561469566495,7.35409358029988,8.28977313436368,8.2700898839068,2.98480397633026,0,1.75727051026418,2.04654192641436,4.730620806195,16,2008,61,34,10,1,1,0.111111111111111,0.102222222222222,1,1,1,1,0.2,0.8,0.756894164765949
6340,4.80402104473326,7,121,TRUE,7,8.07573644255301,7.60339933974067,8.16574903318383,7.71912984090673,2.89498454846171,2.56494935746154,1.87903216429457,2.31544500178851,3.14169899177146,32,1956,99,30,21,1,1,0.0578512396694215,0.0553923912301072,1,1,1,1,0.545454545454545,0.454545454545455,-0.0482248703822349
6341,3.85014760171006,7,46,TRUE,7,8.1343398125559,7.04608829451254,8.87307450202838,7.9181055700607,6.16689614316667,5.36830702157476,2.86069905402069,5.8156009630499,3.13465248621614,6,2006,56,52,8,1,1,0.152173913043478,0.143667296786389,1,1,1,1,0.978260869565217,0.0217391304347826,0.109349899158626
6344,3.04452243772342,4,20,TRUE,4,6.07183463346674,6.5437865775579,6.74618099301759,6.5437865775579,2.51401467069845,2.56494935746154,1.13788975174412,1.5334883513509,3.43143836305641,6,1995,68,52,7,2,1,0.2,0.17,0.95,0.905,1,1,0.5,0.5,0.293070116585422
6346,4.82028156560504,7,123,TRUE,7,9.1947839167993,9.09611736688443,9.11533194419106,8.90041269057708,2.39447872920824,0,1.9937211299748,3.54745933090942,3.13806893295109,42,1981,89,31,20,1,1,0.0569105691056911,0.0537378544517152,1,1,1,1,0.447154471544715,0.552845528455285,0.0668753171713172
6347,4.51085950651685,7,90,TRUE,7,8.73278299138883,8.96241065364345,8.79561470365282,9.07854058432126,2.38854757173248,0,2.05885762829777,3.87596050714035,3.53024936603281,23,2001,81,42,14,2,1,0.0888888888888889,0.077283950617284,0.955555555555556,0.915061728395062,1,1,0.344444444444444,0.655555555555556,0.0152468449135529
6351,2.99573227355399,2,19,FALSE,2,5.99923401615479,5.75257263882563,7.07848123516615,6.82219739062049,2.26349891189621,0,2.48829054771025,2.13084776419333,3.31370066760314,4,1982,79,49,10,1,1,0.105263157894737,0.102493074792244,1,1,1,1,0.368421052631579,0.631578947368421,NA
6354,3.04452243772342,4,20,TRUE,4,7.61124785620018,7.58592920360523,9.43225253760453,8.88129573511585,5.1808164592366,0,1.05937565054965,1.72843366520134,5.87640192084857,5,2005,66,38,9,1,1,0.2,0.135,1,1,1,1,0.1,0.9,-0.321857691931217
6355,4.53259949315326,7,92,TRUE,7,8.75320832773095,9.00810643062481,8.72137225144339,8.97144329385063,1.08094158212787,0,1.59003678244277,2.77592456435415,2.10602387929607,4,2000,45,45,14,2,1,0.152173913043478,0.0829395085066163,0.923913043478261,0.859404536862004,1,1,0.271739130434783,0.728260869565217,0.0114826742573109
6356,4.8283137373023,7,124,TRUE,7,9.0984940085102,8.84109299041878,9.22234214355955,8.88809479566395,3.08755519171765,3.15495913911326,2.17087754489369,2.79034502089513,3.36144683193118,14,1977,98,52,20,1,1,0.0564516129032258,0.0548907388137357,1,1,1,1,0.524193548387097,0.475806451612903,0.0167765872039608
6359,4.70048036579242,7,109,TRUE,7,7.43993027901038,7.94413749111411,7.58173004374995,8.02512716752226,2.15807071395468,2.56494935746154,2.28405224358385,2.63634867720585,2.53907022102741,79,1992,71,27,17,2,1,0.128440366972477,0.0679235754566114,0.935779816513762,0.879808096961535,1,1,0.559633027522936,0.440366972477064,0.0485452406411294
6369,4.71849887129509,7,111,TRUE,7,7.609543516173,7.75505599650812,7.81339229208139,7.85357374465405,3.15291706738112,3.87120101090789,2.14684343055809,1.83795482302175,3.26041941647541,4,1986,65,61,16,2,1,0.0900900900900901,0.0689067445824202,0.918918918918919,0.850986121256392,1,1,0.540540540540541,0.459459459459459,-0.154353543449121
6390,5.39362754635236,7,219,TRUE,7,8.40593728986878,8.31630024903685,8.81255125634422,8.83550145740978,3.20499141411175,2.56494935746154,2.48055950747259,3.22064889292202,3.74467213855911,22,1973,80,41,25,5,1,0.114155251141553,0.0551906757573862,0.657534246575342,0.473655678572173,1,1,0.511415525114155,0.488584474885845,-0.116206597564052
6392,4.52178857704904,7,91,TRUE,7,7.93169846591629,7.63222184696593,8.21741796586411,7.97648551316833,2.88125937080859,2.56494935746154,2.02658489023383,2.35801690270265,3.17855067140125,16,1980,69,31,16,1,1,0.0769230769230769,0.0733003260475788,1,1,1,1,0.538461538461538,0.461538461538462,-0.0334409149778596
6399,4.85981240436167,7,128,TRUE,7,7.45134479448019,7.25475268958768,7.74335889445334,7.71661549460305,2.39266134621426,0.693147180559945,2.11439071254266,2.4459575499984,2.83948622031997,18,1991,77,38,16,3,1,0.109375,0.0771484375,0.5546875,0.4862060546875,1,1,0.484375,0.515625,-0.0510261187963373
6403,5.15329159449778,7,172,TRUE,7,8.06644123065119,8.20000727408649,8.44273027259599,8.41213830776055,1.07096981069491,0,1.88883285725598,2.33632282586702,3.35386598477855,56,2004,80,25,9,5,1,0.127906976744186,0.113574905354246,0.354651162790698,0.297525689561925,1,1,0,1,0.207900156069912
6406,3.66356164612965,5,38,TRUE,5,7.01727497681091,7.2086003379602,8.28387595284003,7.60989397537168,3.4411886531969,0,1.23823869652793,1.47740951553749,5.03189214828911,15,2008,75,33,10,1,1,0.131578947368421,0.110803324099723,1,1,1,1,0.157894736842105,0.842105263157895,0.0320305882387235
6418,2.39789527279837,2,10,FALSE,2,5.14983923988583,5.30038717651707,8.53654855656759,9.41049964895383,5.75646273248511,5.75646273248511,1.63674823266156,2.90530586109508,6.0678445001765,9,2008,70,32,5,1,1,0.2,0.2,1,1,1,1,0,1,NA
6424,3.93182563272433,6,50,TRUE,6,8.62796680780689,7.87811386584495,9.4433683261588,9.00939416392945,6.64487980963991,5.79048827989569,2.30977831448363,3.31260198132215,2.83231045164771,12,2005,62,33,9,1,1,0.12,0.1128,1,1,1,1,1,0,-0.335974732891191
6425,4.04305126783455,7,56,TRUE,7,7.29130224170503,7.3038432252777,7.29722786135828,7.3038432252777,1.98584760097133,0,1.77190660324115,2.1669530589255,2.53896646165258,18,2001,81,30,10,2,1,0.196428571428571,0.121811224489796,0.928571428571429,0.86734693877551,1,1,0.464285714285714,0.535714285714286,0.0582812396425058
6443,4.89783979995091,7,133,TRUE,7,8.79547274417232,8.53247581494739,8.90205974506315,8.68141187551234,3.01537605131343,2.56494935746154,2.34049197762563,2.44994167657152,3.44240600691185,8,1944,67,59,22,1,1,0.0526315789473684,0.0509356097009441,1,1,1,1,0.526315789473684,0.473684210526316,-0.0273763276548227
6458,3.8286413964891,5,45,TRUE,5,8.44768365161363,8.63105744756528,9.05607349899704,9.02809281244436,0.966607220990793,0,2.00830902168846,2.96111203400337,1.68612116260858,16,2002,92,35,11,1,1,0.111111111111111,0.094320987654321,1,1,1,1,0.266666666666667,0.733333333333333,-0.574824857598178
6463,4.79579054559674,7,120,TRUE,7,8.77852058796015,9.77394475204597,8.87754963450695,9.87700526288025,1.23444121137024,0,2.6305089582935,3.84905298464049,2.30534284216012,25,1985,76,43,14,2,1,0.116666666666667,0.0827777777777778,0.775,0.65125,1,1,0.25,0.75,-0.0101714901010002
